DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter3,Abametapir (topical),DDInter1901,Upadacitinib,Moderate
DDInter1909,Valbenazine,DDInter3,Abametapir (topical),Moderate
DDInter1910,Valdecoxib,DDInter3,Abametapir (topical),Moderate
DDInter1917,Vandetanib,DDInter3,Abametapir (topical),Moderate
DDInter1918,Vardenafil,DDInter3,Abametapir (topical),Moderate
DDInter1925,Vemurafenib,DDInter3,Abametapir (topical),Moderate
DDInter1926,Venetoclax,DDInter3,Abametapir (topical),Moderate
DDInter1927,Venlafaxine,DDInter3,Abametapir (topical),Moderate
DDInter1928,Verapamil,DDInter3,Abametapir (topical),Moderate
DDInter1935,Vilazodone,DDInter3,Abametapir (topical),Moderate
DDInter1936,Vinblastine,DDInter3,Abametapir (topical),Moderate
DDInter1937,Vincristine,DDInter3,Abametapir (topical),Moderate
DDInter1938,Vincristine (liposome),DDInter3,Abametapir (topical),Moderate
DDInter1939,Vinorelbine,DDInter3,Abametapir (topical),Moderate
DDInter1945,Vorapaxar,DDInter3,Abametapir (topical),Moderate
DDInter1946,Voriconazole,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter1949,Voxelotor,Moderate
DDInter1951,Warfarin,DDInter3,Abametapir (topical),Moderate
DDInter1957,Zaleplon,DDInter3,Abametapir (topical),Moderate
DDInter3,Abametapir (topical),DDInter1959,Zanubrutinib,Moderate
DDInter1962,Zileuton,DDInter3,Abametapir (topical),Moderate
DDInter1967,Ziprasidone,DDInter3,Abametapir (topical),Moderate
DDInter1969,Zolmitriptan,DDInter3,Abametapir (topical),Moderate
DDInter1970,Zolpidem,DDInter3,Abametapir (topical),Moderate
DDInter1971,Zonisamide,DDInter3,Abametapir (topical),Moderate
DDInter5,Abatacept,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter5,Abatacept,DDInter100,Anthrax vaccine,Moderate
DDInter5,Abatacept,DDInter160,Bacillus calmette-guerin substrain tice live antigen,Major
DDInter5,Abatacept,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter5,Abatacept,DDInter282,Candida albicans,Moderate
DDInter5,Abatacept,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter5,Abatacept,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter5,Abatacept,DDInter428,Coccidioides immitis spherule,Moderate
DDInter5,Abatacept,DDInter574,Diroximel fumarate,Moderate
DDInter5,Abatacept,DDInter614,Echinacea,Minor
DDInter5,Abatacept,DDInter858,Hepatitis A Vaccine,Moderate
DDInter5,Abatacept,DDInter860,Hepatitis B Vaccine (Recombinant),Moderate
DDInter5,Abatacept,DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,Moderate
DDInter5,Abatacept,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter5,Abatacept,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter5,Abatacept,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter5,Abatacept,Moderate
DDInter5,Abatacept,DDInter1127,Measles virus vaccine live attenuated,Major
DDInter5,Abatacept,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter5,Abatacept,DDInter1240,Monomethyl fumarate,Moderate
DDInter5,Abatacept,DDInter1248,Mumps virus strain B level jeryl lynn live antigen,Major
DDInter5,Abatacept,DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),Moderate
DDInter5,Abatacept,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter5,Abatacept,DDInter1644,Satralizumab,Major
DDInter5,Abatacept,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter5,Abatacept,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter5,Abatacept,DDInter1889,Tuberculin purified protein derivative,Moderate
DDInter5,Abatacept,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter5,Abatacept,DDInter1894,Typhoid vaccine (live),Major
DDInter5,Abatacept,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter1943,Vitamin E,DDInter5,Abatacept,Minor
DDInter6,Abciximab,DDInter98,Anisindione,Major
DDInter6,Abciximab,DDInter115,Ardeparin,Major
DDInter6,Abciximab,DDInter142,Avapritinib,Major
DDInter6,Abciximab,DDInter215,Bismuth subsalicylate,Moderate
DDInter6,Abciximab,DDInter291,Capsicum,Minor
DDInter6,Abciximab,DDInter347,Chamomile,Minor
DDInter6,Abciximab,DDInter417,Clove,Minor
DDInter6,Abciximab,DDInter808,Garlic,Moderate
DDInter6,Abciximab,DDInter818,Ginger,Moderate
DDInter6,Abciximab,DDInter820,Ginseng,Moderate
DDInter6,Abciximab,DDInter903,Icosapent,Moderate
DDInter6,Abciximab,DDInter1059,Levomilnacipran,Moderate
DDInter6,Abciximab,DDInter1339,Omega-3 fatty acids,Moderate
DDInter6,Abciximab,DDInter1659,Selumetinib,Moderate
DDInter6,Abciximab,DDInter1892,Turmeric,Minor
DDInter6,Abciximab,DDInter1943,Vitamin E,Moderate
DDInter6,Abciximab,DDInter1959,Zanubrutinib,Major
DDInter7,Abemaciclib,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter100,Anthrax vaccine,DDInter7,Abemaciclib,Moderate
DDInter160,Bacillus calmette-guerin substrain tice live antigen,DDInter7,Abemaciclib,Major
DDInter7,Abemaciclib,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter282,Candida albicans,DDInter7,Abemaciclib,Moderate
DDInter338,Cenobamate,DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter7,Abemaciclib,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter428,Coccidioides immitis spherule,DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter574,Diroximel fumarate,Moderate
DDInter612,Duvelisib,DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter614,Echinacea,Moderate
DDInter7,Abemaciclib,DDInter661,Erdafitinib,Moderate
DDInter858,Hepatitis A Vaccine,DDInter7,Abemaciclib,Moderate
DDInter860,Hepatitis B Vaccine (Recombinant),DDInter7,Abemaciclib,Moderate
DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter7,Abemaciclib,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter980,Isavuconazonium,DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1087,Lonafarnib,DDInter7,Abemaciclib,Major
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter7,Abemaciclib,Moderate
DDInter1127,Measles virus vaccine live attenuated,DDInter7,Abemaciclib,Major
DDInter7,Abemaciclib,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter7,Abemaciclib,DDInter1240,Monomethyl fumarate,Moderate
DDInter1248,Mumps virus strain B level jeryl lynn live antigen,DDInter7,Abemaciclib,Major
DDInter7,Abemaciclib,DDInter1435,Pexidartinib,Major
DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),DDInter7,Abemaciclib,Moderate
DDInter1561,Radium Ra 223 dichloride,DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter1578,Remdesivir,Moderate
DDInter7,Abemaciclib,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter7,Abemaciclib,DDInter1658,Selpercatinib,Moderate
DDInter7,Abemaciclib,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter1692,"Sodium phosphate, monobasic (p32)",DDInter7,Abemaciclib,Moderate
DDInter7,Abemaciclib,DDInter1698,Somapacitan,Moderate
DDInter7,Abemaciclib,DDInter1760,Telotristat ethyl,Moderate
DDInter1862,Trichophyton mentagrophytes,DDInter7,Abemaciclib,Moderate
DDInter1889,Tuberculin purified protein derivative,DDInter7,Abemaciclib,Moderate
DDInter1891,Tucatinib,DDInter7,Abemaciclib,Major
DDInter7,Abemaciclib,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter7,Abemaciclib,DDInter1894,Typhoid vaccine (live),Major
DDInter7,Abemaciclib,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter7,Abemaciclib,DDInter1949,Voxelotor,Moderate
DDInter116,Arformoterol,DDInter8,Abiraterone,Moderate
DDInter8,Abiraterone,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter8,Abiraterone,DDInter142,Avapritinib,Moderate
DDInter8,Abiraterone,DDInter264,Calaspargase pegol,Moderate
DDInter8,Abiraterone,DDInter787,Frangula purshiana bark,Moderate
DDInter8,Abiraterone,DDInter338,Cenobamate,Moderate
DDInter8,Abiraterone,DDInter512,Deutetrabenazine,Moderate
DDInter8,Abiraterone,DDInter612,Duvelisib,Moderate
DDInter8,Abiraterone,DDInter614,Echinacea,Moderate
DDInter8,Abiraterone,DDInter786,Fostemsavir,Moderate
DDInter982,Isoetharine,DDInter8,Abiraterone,Moderate
DDInter8,Abiraterone,DDInter994,Istradefylline,Moderate
DDInter8,Abiraterone,DDInter1063,Levosalbutamol,Moderate
DDInter8,Abiraterone,DDInter1081,Lithium carbonate,Moderate
DDInter8,Abiraterone,DDInter1087,Lonafarnib,Moderate
DDInter8,Abiraterone,DDInter1102,Lumateperone,Moderate
DDInter8,Abiraterone,DDInter1105,Lurbinectedin,Moderate
DDInter8,Abiraterone,DDInter1329,Oliceridine,Major
DDInter1429,Perflutren,DDInter8,Abiraterone,Moderate
DDInter8,Abiraterone,DDInter1435,Pexidartinib,Major
DDInter8,Abiraterone,DDInter1485,Polatuzumab vedotin,Moderate
DDInter8,Abiraterone,DDInter1504,Pralsetinib,Moderate
DDInter8,Abiraterone,DDInter1561,Radium Ra 223 dichloride,Major
DDInter8,Abiraterone,DDInter1578,Remdesivir,Moderate
DDInter8,Abiraterone,DDInter1598,Rimegepant,Moderate
DDInter8,Abiraterone,DDInter1601,Ripretinib,Moderate
DDInter8,Abiraterone,DDInter1658,Selpercatinib,Major
DDInter8,Abiraterone,DDInter1698,Somapacitan,Moderate
DDInter8,Abiraterone,DDInter1760,Telotristat ethyl,Moderate
DDInter8,Abiraterone,DDInter1891,Tucatinib,Major
DDInter8,Abiraterone,DDInter1896,Ubrogepant,Moderate
DDInter1921,Vasopressin,DDInter8,Abiraterone,Moderate
DDInter8,Abiraterone,DDInter1959,Zanubrutinib,Moderate
DDInter225,Botulinum toxin type A,DDInter175,Belladonna,Moderate
DDInter225,Botulinum toxin type A,DDInter434,Colistimethate,Major
DDInter225,Botulinum toxin type A,DDInter562,Dimenhydrinate,Moderate
DDInter225,Botulinum toxin type A,DDInter1163,Metaxalone,Moderate
DDInter225,Botulinum toxin type A,DDInter1198,Metocurine,Major
DDInter225,Botulinum toxin type A,DDInter1571,Rapacuronium,Major
DDInter1377,Paclitaxel,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter1377,Paclitaxel,DDInter100,Anthrax vaccine,Moderate
DDInter1377,Paclitaxel,DDInter160,Bacillus calmette-guerin substrain tice live antigen,Major
DDInter1377,Paclitaxel,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter1377,Paclitaxel,DDInter282,Candida albicans,Moderate
DDInter1377,Paclitaxel,DDInter287,Capmatinib,Moderate
DDInter1377,Paclitaxel,DDInter338,Cenobamate,Moderate
DDInter1377,Paclitaxel,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter1377,Paclitaxel,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter1377,Paclitaxel,DDInter428,Coccidioides immitis spherule,Moderate
DDInter1377,Paclitaxel,DDInter574,Diroximel fumarate,Moderate
DDInter1377,Paclitaxel,DDInter612,Duvelisib,Moderate
DDInter1377,Paclitaxel,DDInter614,Echinacea,Moderate
DDInter1377,Paclitaxel,DDInter642,Enfortumab vedotin,Moderate
DDInter1377,Paclitaxel,DDInter661,Erdafitinib,Moderate
DDInter1377,Paclitaxel,DDInter778,Fosaprepitant,Moderate
DDInter1377,Paclitaxel,DDInter858,Hepatitis A Vaccine,Moderate
DDInter1377,Paclitaxel,DDInter860,Hepatitis B Vaccine (Recombinant),Moderate
DDInter1377,Paclitaxel,DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,Moderate
DDInter1377,Paclitaxel,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter1377,Paclitaxel,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter1377,Paclitaxel,DDInter980,Isavuconazonium,Moderate
DDInter1377,Paclitaxel,DDInter994,Istradefylline,Moderate
DDInter1377,Paclitaxel,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter1377,Paclitaxel,DDInter1027,Lasmiditan,Moderate
DDInter1377,Paclitaxel,DDInter1087,Lonafarnib,Moderate
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter1377,Paclitaxel,Moderate
DDInter1377,Paclitaxel,DDInter1127,Measles virus vaccine live attenuated,Major
DDInter1377,Paclitaxel,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter1377,Paclitaxel,DDInter1240,Monomethyl fumarate,Moderate
DDInter1377,Paclitaxel,DDInter1248,Mumps virus strain B level jeryl lynn live antigen,Major
DDInter1377,Paclitaxel,DDInter1270,Naxitamab,Moderate
DDInter1377,Paclitaxel,DDInter1435,Pexidartinib,Moderate
DDInter1377,Paclitaxel,DDInter1485,Polatuzumab vedotin,Moderate
DDInter1377,Paclitaxel,DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),Moderate
DDInter1377,Paclitaxel,DDInter1561,Radium Ra 223 dichloride,Moderate
DDInter1377,Paclitaxel,DDInter1601,Ripretinib,Moderate
DDInter1377,Paclitaxel,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter1377,Paclitaxel,DDInter1658,Selpercatinib,Moderate
DDInter1377,Paclitaxel,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter1377,Paclitaxel,DDInter1692,"Sodium phosphate, monobasic (p32)",Moderate
DDInter1377,Paclitaxel,DDInter1698,Somapacitan,Moderate
DDInter1377,Paclitaxel,DDInter1750,Tazemetostat,Moderate
DDInter1377,Paclitaxel,DDInter1760,Telotristat ethyl,Moderate
DDInter1377,Paclitaxel,DDInter1862,Trichophyton mentagrophytes,Moderate
DDInter1377,Paclitaxel,DDInter1889,Tuberculin purified protein derivative,Moderate
DDInter1377,Paclitaxel,DDInter1891,Tucatinib,Moderate
DDInter1377,Paclitaxel,DDInter1893,Typhoid vaccine (inactivated),Moderate
DDInter1377,Paclitaxel,DDInter1894,Typhoid vaccine (live),Major
DDInter1377,Paclitaxel,DDInter1920,Varicella Zoster Vaccine (Recombinant),Major
DDInter1943,Vitamin E,DDInter1377,Paclitaxel,Moderate
DDInter1377,Paclitaxel,DDInter1949,Voxelotor,Moderate
DDInter991,Isotretinoin,DDInter98,Anisindione,Moderate
DDInter991,Isotretinoin,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter991,Isotretinoin,DDInter264,Calaspargase pegol,Moderate
DDInter991,Isotretinoin,DDInter338,Cenobamate,Moderate
DDInter991,Isotretinoin,DDInter614,Echinacea,Moderate
DDInter991,Isotretinoin,DDInter1034,Lemborexant,Moderate
DDInter991,Isotretinoin,DDInter1435,Pexidartinib,Major
DDInter991,Isotretinoin,DDInter1578,Remdesivir,Moderate
DDInter991,Isotretinoin,DDInter1601,Ripretinib,Moderate
DDInter991,Isotretinoin,DDInter1658,Selpercatinib,Moderate
DDInter991,Isotretinoin,DDInter1698,Somapacitan,Moderate
DDInter991,Isotretinoin,DDInter1322,Octasulfur (topical),Moderate
DDInter991,Isotretinoin,DDInter1760,Telotristat ethyl,Moderate
DDInter722,Fentanyl,DDInter175,Belladonna,Moderate
DDInter722,Fentanyl,DDInter187,Benzphetamine,Moderate
DDInter722,Fentanyl,DDInter230,Brexanolone,Moderate
DDInter722,Fentanyl,DDInter318,Cefiderocol,Major
DDInter722,Fentanyl,DDInter338,Cenobamate,Major
DDInter722,Fentanyl,DDInter512,Deutetrabenazine,Moderate
DDInter722,Fentanyl,DDInter562,Dimenhydrinate,Moderate
DDInter722,Fentanyl,DDInter612,Duvelisib,Major
DDInter722,Fentanyl,DDInter614,Echinacea,Moderate
DDInter722,Fentanyl,DDInter661,Erdafitinib,Moderate
DDInter722,Fentanyl,DDInter778,Fosaprepitant,Major
DDInter722,Fentanyl,DDInter784,Fospropofol,Moderate
DDInter722,Fentanyl,DDInter980,Isavuconazonium,Major
DDInter722,Fentanyl,DDInter1006,Kava,Moderate
DDInter722,Fentanyl,DDInter1027,Lasmiditan,Major
DDInter722,Fentanyl,DDInter1034,Lemborexant,Major
DDInter722,Fentanyl,DDInter1045,Levamlodipine,Moderate
DDInter722,Fentanyl,DDInter1059,Levomilnacipran,Major
DDInter722,Fentanyl,DDInter1062,Levorphanol,Major
DDInter722,Fentanyl,DDInter1081,Lithium carbonate,Moderate
DDInter722,Fentanyl,DDInter1087,Lonafarnib,Major
DDInter722,Fentanyl,DDInter1102,Lumateperone,Major
DDInter722,Fentanyl,DDInter1129,Mebrofenin,Moderate
DDInter1163,Metaxalone,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter1198,Metocurine,Moderate
DDInter722,Fentanyl,DDInter1329,Oliceridine,Major
DDInter722,Fentanyl,DDInter1372,Oxymorphone,Major
DDInter722,Fentanyl,DDInter1435,Pexidartinib,Major
DDInter722,Fentanyl,DDInter1571,Rapacuronium,Moderate
DDInter722,Fentanyl,DDInter1644,Satralizumab,Moderate
DDInter722,Fentanyl,DDInter1658,Selpercatinib,Moderate
DDInter722,Fentanyl,DDInter1698,Somapacitan,Moderate
DDInter722,Fentanyl,DDInter1750,Tazemetostat,Moderate
DDInter722,Fentanyl,DDInter1760,Telotristat ethyl,Major
DDInter722,Fentanyl,DDInter1891,Tucatinib,Major
DDInter722,Fentanyl,DDInter1949,Voxelotor,Major
DDInter9,Acalabrutinib,DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,Moderate
DDInter98,Anisindione,DDInter9,Acalabrutinib,Major
DDInter100,Anthrax vaccine,DDInter9,Acalabrutinib,Moderate
DDInter104,Antithrombin Alfa,DDInter9,Acalabrutinib,Major
DDInter115,Ardeparin,DDInter9,Acalabrutinib,Major
DDInter9,Acalabrutinib,DDInter142,Avapritinib,Major
DDInter160,Bacillus calmette-guerin substrain tice live antigen,DDInter9,Acalabrutinib,Major
DDInter9,Acalabrutinib,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter282,Candida albicans,DDInter9,Acalabrutinib,Moderate
DDInter9,Acalabrutinib,DDInter318,Cefiderocol,Moderate
DDInter338,Cenobamate,DDInter9,Acalabrutinib,Moderate
DDInter9,Acalabrutinib,DDInter1931,Vibrio cholerae CVD 103-HgR strain live antigen,Moderate
DDInter9,Acalabrutinib,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Moderate
DDInter428,Coccidioides immitis spherule,DDInter9,Acalabrutinib,Moderate
DDInter9,Acalabrutinib,DDInter574,Diroximel fumarate,Moderate
DDInter9,Acalabrutinib,DDInter612,Duvelisib,Major
DDInter778,Fosaprepitant,DDInter9,Acalabrutinib,Major
DDInter818,Ginger,DDInter9,Acalabrutinib,Moderate
DDInter9,Acalabrutinib,DDInter836,Goldenseal,Moderate
DDInter858,Hepatitis A Vaccine,DDInter9,Acalabrutinib,Moderate
DDInter860,Hepatitis B Vaccine (Recombinant),DDInter9,Acalabrutinib,Moderate
DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,DDInter9,Acalabrutinib,Moderate
DDInter9,Acalabrutinib,DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),Moderate
DDInter9,Acalabrutinib,DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),Moderate
DDInter980,Isavuconazonium,DDInter9,Acalabrutinib,Major
DDInter9,Acalabrutinib,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter9,Acalabrutinib,DDInter1034,Lemborexant,Moderate
DDInter1045,Levamlodipine,DDInter9,Acalabrutinib,Moderate
DDInter1059,Levomilnacipran,DDInter9,Acalabrutinib,Moderate
DDInter1087,Lonafarnib,DDInter9,Acalabrutinib,Major
DDInter1109,Lyme disease vaccine (recombinant OspA),DDInter9,Acalabrutinib,Moderate
DDInter1127,Measles virus vaccine live attenuated,DDInter9,Acalabrutinib,Major
DDInter9,Acalabrutinib,DDInter1147,Meningococcal polysaccharide vaccine group C,Moderate
DDInter9,Acalabrutinib,DDInter1240,Monomethyl fumarate,Moderate
DDInter1248,Mumps virus strain B level jeryl lynn live antigen,DDInter9,Acalabrutinib,Major
DDInter9,Acalabrutinib,DDInter1435,Pexidartinib,Moderate
DDInter1486,Poliovirus type 1 antigen (formaldehyde inactivated),DDInter9,Acalabrutinib,Moderate
DDInter1561,Radium Ra 223 dichloride,DDInter9,Acalabrutinib,Moderate
DDInter9,Acalabrutinib,DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,Moderate
DDInter9,Acalabrutinib,DDInter1658,Selpercatinib,Moderate
DDInter9,Acalabrutinib,DDInter1680,"Smallpox (Vaccinia) Vaccine, Live",Major
DDInter1692,"Sodium phosphate, monobasic (p32)",DDInter9,Acalabrutinib,Moderate
